date,ser01,ser02,ser03,ser04,ser05,ser06,ser07,ser08,ser09,ser10,ser100,ser101,ser102,ser103,ser104,ser105,ser106,ser107,ser108,ser109,ser11,ser110,ser111,ser112,ser113,ser114,ser115,ser116,ser117,ser118,ser119,ser12,ser120,ser121,ser122,ser123,ser124,ser125,ser126,ser127,ser128,ser129,ser13,ser130,ser131,ser132,ser133,ser134,ser135,ser136,ser137,ser138,ser139,ser14,ser140,ser141,ser142,ser143,ser144,ser145,ser146,ser147,ser148,ser149,ser15,ser150,ser151,ser152,ser153,ser154,ser155,ser156,ser157,ser158,ser159,ser16,ser160,ser161,ser162,ser163,ser164,ser165,ser166,ser167,ser168,ser169,ser17,ser170,ser171,ser172,ser173,ser174,ser175,ser176,ser177,ser178,ser179,ser18,ser180,ser181,ser182,ser183,ser184,ser185,ser186,ser187,ser188,ser189,ser19,ser190,ser191,ser192,ser193,ser194,ser195,ser196,ser197,ser198,ser199,ser20,ser200,ser201,ser202,ser203,ser204,ser205,ser206,ser207,ser208,ser209,ser21,ser210,ser211,ser212,ser213,ser214,ser215,ser216,ser217,ser218,ser219,ser22,ser220,ser221,ser222,ser223,ser224,ser225,ser226,ser227,ser228,ser229,ser23,ser230,ser231,ser232,ser233,ser234,ser235,ser236,ser237,ser238,ser239,ser24,ser240,ser241,ser242,ser25,ser26,ser27,ser28,ser29,ser30,ser31,ser32,ser33,ser34,ser35,ser36,ser37,ser38,ser39,ser40,ser41,ser42,ser43,ser44,ser45,ser46,ser47,ser48,ser49,ser50,ser51,ser52,ser53,ser54,ser55,ser56,ser57,ser58,ser59,ser60,ser61,ser62,ser63,ser64,ser65,ser66,ser67,ser68,ser69,ser70,ser71,ser72,ser73,ser74,ser75,ser76,ser77,ser78,ser79,ser80,ser81,ser82,ser83,ser84,ser85,ser86,ser87,ser88,ser89,ser90,ser91,ser92,ser93,ser94,ser95,ser96,ser97,ser98,ser99
1985-04-01,-0.600890601,-0.495349937,-0.609005893,-0.59635441,0,-0.064852073,-0.943018818,0.685500749,1.682768292,0.093330557,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.941212808,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.129447613,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.495418115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.173432242,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.637727382,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.598266641,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.897132424,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.222904709,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.522792141,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.06357253,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.319421862,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.094524289,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.947466319,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.414019932,#N/A,#N/A,#N/A,1.675564006,8.066345267,1.064993814,0,0.200499627,0.268204173,-0.180050357,-0.714763951,0.424687647,0.046192125,0.160983477,0.199659575,0.596797642,-0.149434909,0.71078609,3.051575113,11.10968462,-0.121922281,2.733322338,2.711771435,0.485242558,-1.306284725,0,-0.390043782,-0.594202395,0.518453687,1.259068067,-0.505437779,-0.461096133,3.208142644,4.979179007,1.40905746,1.380041605,-0.381172023,-2.46665348,-1.301373548,0.986268842,-0.506082317,0.09688902,1.309825048,2.97263002,0.360578146,-0.244481295,0.52377726,2.250037353,1.339796559,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1985-05-01,1.039402346,1.261276583,0.396600248,0.253668261,-0.488839472,-0.064784163,-1.000943367,0.570698637,2.721196001,-0.707356608,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.050204842,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.500278913,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.494001285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.421503126,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.196493819,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.993504259,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.633516055,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.815025413,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.079181885,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.030059973,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.125746237,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.65944218,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.088946326,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.411805021,#N/A,#N/A,#N/A,0.884206388,8.050081563,0,0,0.111151366,0.233330602,-0.255560686,0.047729269,0.796779601,0.132456047,-0.64213521,0.325431991,0.492923883,-0.033731258,1.064189994,2.280267065,11.0009058,0.526029575,1.308139154,1.574787749,0.699320157,1.382484668,-0.136812245,0.447865074,0.316431462,-0.147215244,0.681995203,-0.116634035,-0.603935612,2.962155981,4.667242158,0.485970523,-1.142897294,0.789744598,2.288247725,-2.153563323,1.709160486,0.349656874,-0.449535185,1.483897633,2.830055482,-0.719059908,-0.164518728,0.333109953,1.045041045,0.92944894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1985-06-01,-0.525946066,-0.625110337,0.055827471,-0.125383216,0.155716181,-0.082180399,-0.697023766,0.525823902,1.971773185,-2.133241336,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.650620303,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.556562872,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.165139372,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.899249479,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.176849684,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.663069654,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.28992044,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.160206613,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.214045536,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.750038681,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.813981785,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.736294465,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.411072785,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.40052395,#N/A,#N/A,#N/A,1.150802184,8.030655473,1.031712757,-0.952808691,-1.099425191,-0.874408833,-1.445559524,-0.232442436,-2.989972903,-0.519114095,-0.487043231,0.95450127,0.659691778,0.803183529,0.707480108,2.273996853,10.68816669,-0.688885647,1.962208732,2.345845651,0.880625382,-0.559836311,0.138001917,0.350905197,-0.085961841,0.723274896,2.495652776,0.200294036,0.582943663,2.980085669,4.735017352,-1.373820468,-0.652514029,-0.51571672,-0.836393996,-0.849369759,-0.758145793,0.512071457,-0.75899597,1.312213108,2.469714777,-0.361632468,-0.082777805,-0.046912811,1.684862094,0.872806623,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1985-07-01,-0.345557756,-0.193711135,-0.111421841,-0.525435416,0.075173329,0.020505292,-1.013366386,-0.598772196,1.679991849,-0.838436313,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.576384124,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.583708116,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.329963291,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.596277438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.92883079,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.524582899,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.092647916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.87060716,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.264477177,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.01430565,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.070293833,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.152245358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.059368546,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.365296881,#N/A,#N/A,#N/A,1.172882727,8.021620082,0,0,0.701170787,0.88537812,0.378167006,0.021962966,-0.626750367,0.25045988,-0.491205994,0.834438263,0.532483365,-0.252814277,0.70616631,3.023681373,10.54053829,-1.260959881,2.196296791,2.097538869,0,-0.191126913,-0.547248982,-0.352851289,0.157607031,0.454447059,0.667006298,0.175503604,-0.015962691,3.054298028,4.748041146,2.152319729,0.913024048,0.541139457,0,0.169614998,0.691649744,-0.19231128,0.829788125,1.745270334,4.065131561,0,-0.553596563,-0.46411199,2.47397472,-0.747883197,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1985-08-01,-0.06591402,-0.37452588,1.230779206,0.538339036,-0.242811672,-0.019826276,-0.861845381,-0.588396329,1.428160389,0.612989976,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.30531871,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.638907821,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.157081798,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.363471102,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.058605668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.036498796,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.551781513,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.902796106,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.154769189,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.830497376,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.068242031,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.333085591,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.990054022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.993621285,#N/A,#N/A,#N/A,1.237284937,8.004452839,0,0,0.672209288,0.1836389,0.374038592,0.616669426,6.620087638,1.368663587,0.165146843,1.094092434,0.376096617,-0.124139766,0.704857383,1.50633307,10.62989232,-0.424984677,2.127447362,2.071401313,-0.409946299,0.19268079,0.566793588,-0.612441513,-0.788588395,0.147215244,0.382217092,0.136730319,0.058881191,3.056962432,4.761648574,-0.460683684,0.575014821,-0.221024504,0,0.111714296,-1.803098144,0.779640326,0.72456137,0.869753817,1.681928761,-0.120897658,-0.311033074,-0.043835535,0.725130521,-0.946906659,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1985-09-01,-0.815587592,-0.621498606,0.534780179,-0.840696666,0.257131335,-0.054756627,-0.128499201,0.282553749,1.340737115,-3.035307937,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.672720241,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.562903083,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.830533343,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.146468082,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.721491776,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.076417625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.641635711,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.98967879,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.745502426,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.118638675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.985105045,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.084274668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.180225553,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.417367889,#N/A,#N/A,#N/A,1.131817471,7.999935144,0,0,-0.636078465,-0.34117582,-0.90973122,-0.177269782,-3.935114227,-0.40238021,0.658694571,-0.220232991,0.529083373,-0.130681935,1.407106598,3.758985707,10.12290531,-0.071224464,1.569766985,1.672803584,0.636880857,-0.191126913,-0.684061227,0.403404073,0.079567936,0.390440431,1.034234484,0.346137627,0.08333331,3.041143012,4.706442213,-0.287332957,0.541208371,-0.225566181,-0.433132605,0.554120709,-0.17062707,-0.316996616,0.662808981,0.849845367,1.273366895,0.121015953,0.65813465,-0.346365069,1.343624201,-0.48584831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1985-10-01,0.574137957,0.704796432,0.576701062,0.087422395,0.031671088,-0.176895468,0.6358262,1.701171459,1.106282841,-0.92049092,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.178153492,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.424740938,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.98800257,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.281803477,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.589372668,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.811293394,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.277726697,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.972435194,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.5656433,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.596806489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.748991415,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.336086362,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.641355594,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.784832247,#N/A,#N/A,#N/A,1.262563855,7.994965679,0,0,0.54358414,0.96886563,0.297490079,1.202122617,3.0882822,-0.222893349,0,0.724613852,0.343847377,0.457406161,1.752398885,4.490372066,9.946787221,1.248421321,2.513004165,1.842697698,-0.201499028,0.19268079,0,0.01281848,-0.075255202,1.260930572,2.120930137,0.472028183,0.010261069,2.988822786,4.493355678,0.378987609,-0.851884789,1.30500955,-0.441007743,-0.373023021,0.731749299,1.026380429,0.485680481,1.494056692,1.979365586,0.241795316,0.446642413,0.996525444,2.282028405,1.70551623,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1985-11-01,0.670017101,0.65572105,-0.667138274,0.522450818,0.125770762,-0.432460699,0.174367948,1.330826425,1.635888551,-0.388449288,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.665117467,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.232307755,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.818652999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.912809856,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.543287606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.568767411,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.759802163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.655601363,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.165385665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.231895263,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.144591682,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.660269466,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.327568517,#N/A,#N/A,#N/A,1.012728684,7.9931586,3.001346202,0.955546647,1.633296076,0.590766256,1.413878498,-1.834998408,2.558560314,-0.795620782,-1.139653567,0.508965187,0.254578526,-0.481246968,1.744360358,2.233060816,9.886570374,0.591457854,1.893359302,1.738147474,-0.204973149,0,1.286774633,-0.193916037,0.26881595,0.870490141,1.026740031,-1.204311532,0.505520223,2.912143387,4.251091987,0.389987215,1.001394093,-0.480261219,0,0.93087916,-0.190520269,-0.605175358,-0.353945023,1.774922774,2.262930231,0.482647041,-0.05489688,-0.476507841,1.674198409,-0.234465974,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1985-12-01,0.367546122,-0.489165091,0.263170917,1.849797676,2.495824769,0.13060322,-0.162825327,0.140990643,1.140765443,-0.579241515,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.436032627,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.173933082,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.814791428,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.719160989,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.220575944,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.468009788,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.084400457,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.878949957,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.571114635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.020536083,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.07729988,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.170086259,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.119313069,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.349429776,#N/A,#N/A,#N/A,0.740198562,7.989996214,-1.834156013,0.952808691,0.778219276,1.586500067,0.581820321,4.53651617,-1.844732248,-0.992882976,0.996608693,0.457290648,0.302257594,0.969335928,1.389116194,3.711745312,9.802396286,0.359388616,2.630048195,2.705237046,0,-0.191126913,0.264503675,0.505551409,-0.36240204,1.433748467,1.933568818,-1.656689513,-0.25222457,2.932395888,4.222112439,0.231729332,1.411103656,2.152419648,-0.449174553,-0.513226192,0.933031465,0.500079516,-0.723251133,2.465549365,4.542309658,-0.600963577,-0.357577005,0.472274768,2.996495242,0.23836832,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1986-01-01,0.063707693,0.451091154,-0.104240355,-0.666654409,-1.762161121,-0.11129441,-0.989635738,1.46144908,1.203656478,-2.376469694,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.151989263,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.819581412,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-2.292228397,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.099498586,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.530284857,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.811034087,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.641449859,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.544748301,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.837322864,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.543579606,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.259012172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.338117096,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.689706279,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.730095522,#N/A,#N/A,#N/A,0.643110208,7.979605514,-0.971023771,-1.900172762,-1.158207316,-0.780752862,-1.335786595,-0.067659796,-1.745094552,-0.904917964,-0.163270174,-0.072680324,0.297176799,-0.206269183,-0.692030133,2.217096127,9.468937399,-1.623945709,2.361535421,2.247829816,-0.417138339,0,-0.650418872,0.029395045,-0.068673419,1.273731897,1.53636282,-2.554422686,-0.445232334,2.889093642,3.999508517,-1.524708768,-0.587254111,-1.019744018,1.83059818,1.119069064,-0.198050439,0.101752,0.220518678,0.018245831,2.173022289,-1.449355127,-1.031764125,0.131205345,1.844817356,-0.097694156,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
